pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net,NN_ELU,NN_PReLU,NN_Tanh,y_ground_truth
-1.148025,164.50001,390.85240030000006,19200.0,0.0,-0.0128094999999461,-28.345120500000007,0.0,21.615025000002674,-208.572299999986,0.0,0.3212891099999996,-4.87548827,-1.26455085,-0.63722894,0.0,0.0,0.0,0.0,0.0,0.15586578845977783,0.16238592565059662,0.22486992180347443,0.14123086631298065,0.3212891099999996
-1.148025,164.50001,390.25778534,19200.0,0.0,0.0,-29.730747999999775,0.0,0.6404749999973092,-69.28137499998857,0.0,0.3220703499999995,-4.88798824,-1.00288093,-0.6371776899999999,0.0,0.0,0.0,0.0,0.0,0.12550345063209534,0.16565610468387604,0.19241251051425934,0.12926869094371796,0.32207034999999956
-1.148025,164.50081459,389.65817189,19200.0,0.0,0.0402294999999242,-29.980672499999912,0.0,2.01147499999621,-12.496225000006712,0.0,0.3227050899999996,-4.9451659800000005,-0.90078132,-0.63656245,0.0,0.0,0.0,0.0,0.0,0.1278734654188156,0.17614638805389404,0.17404428124427795,0.1261141300201416,0.3227050899999996
-1.148025,164.508821,389.05817189,19200.0,0.0,0.4003204999999354,-30.0,0.0,18.004550000000563,-0.9663750000044274,0.0,0.3244140399999995,-5.15463864,-0.8520508300000001,-0.63640864,0.0,0.0,0.0,0.0,0.0,0.15258081257343292,0.18796271085739136,0.16379603743553162,0.1318654865026474,0.32441403999999957
-1.148025,164.5345501,388.45869456,19200.0,0.0,1.2864549999999042,-29.97386649999981,0.0,44.30672499999844,1.306675000009227,0.0,0.3250487799999996,-5.250976539999999,-0.8031250400000001,-0.63543452,0.0,0.0,0.0,0.0,0.0,0.16617698967456818,0.18555226922035217,0.16663646697998047,0.11681375652551651,0.3250487799999996
-1.148025,164.5794792,387.87377789,19200.0,0.0,2.2464550000000827,-29.24583350000006,0.0,48.00000000000893,36.40164999998772,0.0,0.3244140199999996,-5.37031247,-0.3448731100000001,-0.63589595,0.0,0.0,0.0,0.0,0.0,0.1626019924879074,0.1735077202320099,0.15628036856651306,0.0929303914308548,0.3244140199999996
-1.148025,164.64360829999998,387.35204266,19200.0,0.0,3.206454999999977,-26.08676150000008,0.0,47.99999999999472,157.953599999999,0.0,0.3250975999999995,-5.47475584,0.36040035,-0.63553707,0.0,0.0,0.0,0.0,0.0,0.13301491737365723,0.14689312875270844,0.12354286015033722,0.05808945372700691,0.32509759999999954
-1.148025,164.7269374,386.95256074,19200.0,0.0,4.166455000000013,-19.97409599999997,0.0,48.00000000000182,305.63327500000526,0.0,0.3256346899999995,-5.57402344,0.75253905,-0.63574215,0.0,0.0,0.0,0.0,0.0,0.09180011600255966,0.14251172542572021,0.08773040771484375,0.025165583938360214,0.32563468999999956
-1.148025,164.8294665,386.70138569000005,19200.0,0.0,5.126454999999908,-12.558752500000026,0.0,47.99999999999472,370.7671749999975,0.0,0.3261718099999996,-5.67827149,0.8493652199999999,-0.63676754,0.0,0.0,0.0,0.0,0.0,0.059815336018800735,0.13897499442100525,0.05923767015337944,0.020812416449189186,0.3261718099999996
-1.148025,164.9511956,386.58485918,19200.0,0.0,6.086454999999944,-5.826325499999712,0.0,48.00000000000182,336.6213500000157,0.0,0.3269042199999996,-5.77329102,0.52436523,-0.6367675500000001,0.0,0.0,0.0,0.0,0.0,0.0449264757335186,0.12753042578697205,0.03778818994760513,0.026538943871855736,0.3269042199999996
-1.148025,165.0921247,386.55176159,19200.0,0.0,7.04645499999998,-1.6548794999999927,0.0,48.00000000000182,208.57229999998597,0.0,0.3265624299999995,-5.86489261,-0.10717774,-0.63697263,0.0,0.0,0.0,0.0,0.0,0.04214515537023544,0.1022537350654602,0.024752944707870483,0.039872635155916214,0.32656242999999957
-1.148025,165.2522538,386.54637655,19200.0,0.0,8.006454999999875,-0.2692520000002218,0.0,47.99999999999472,69.28137499998854,0.0,0.3267088999999996,-5.95371098,-0.38291019,-0.6371264200000001,0.0,0.0,0.0,0.0,0.0,0.059275634586811066,0.08027710765600204,0.03663601726293564,0.04967464134097099,0.3267088999999996
-1.148025,165.43077831,386.54599,19200.0,0.0,8.926225500000129,-0.019327500000088,0.0,45.98852500001272,12.496225000006689,0.0,0.3264159299999996,-5.99218754,-0.49760744,-0.63789547,0.0,0.0,0.0,0.0,0.0,0.06186938285827637,0.06239140033721924,0.04282383993268013,0.04846686124801636,0.3264159299999996
-1.148025,165.621301,386.54599,19200.0,0.0,9.526134500000012,0.0,0.0,29.99544999999415,0.9663750000044048,0.0,0.3252440699999995,-5.87602542,-0.5571289500000001,-0.6371777100000001,0.0,0.0,0.0,0.0,0.0,0.04286397248506546,0.03548236936330795,0.036293596029281616,0.0350099615752697,0.32524406999999955
-1.148025,165.813301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,3.693275000003383,0.0,0.0,0.3249999299999995,-5.88017582,-0.58105472,-0.63769039,0.0,0.0,0.0,0.0,0.0,0.02774440310895443,0.02201807126402855,0.021640393882989883,0.03817664086818695,0.32499992999999955
-1.148025,166.00530099999995,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601002e-12,0.0,0.0,0.3255370599999995,-5.86098638,-0.57871096,-0.6368700700000001,0.0,0.0,0.0,0.0,0.0,0.02876967564225197,0.016688959673047066,0.01411835104227066,0.04544481635093689,0.32553705999999955
-1.148025,166.197301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601002e-12,0.0,0.0,0.3249999599999996,-5.85786137,-0.5739746200000001,-0.6367675399999999,0.0,0.0,0.0,0.0,0.0,0.03923940286040306,0.01632700487971306,0.009504266083240509,0.053523264825344086,0.3249999599999996
-1.148025,166.389301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-7.105427357601002e-12,0.0,0.0,0.3246581899999995,-5.85673831,-0.5611328400000001,-0.63579341,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.32465818999999957
-1.148025,166.581301,386.54599,19200.0,0.0,9.600000000000223,0.0,0.0,1.4210854715202004e-11,0.0,0.0,0.3246093799999995,-5.8527344,-0.5470703200000001,-0.63543451,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.3246093799999995
-1.148025,166.773301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-1.4210854715202009e-11,0.0,0.0,0.3242187899999996,-5.85434574,-0.53383789,-0.63451166,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.3242187899999996
-1.148025,166.965301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.3240723099999996,-5.85966799,-0.52138674,-0.6346654700000001,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.3240723099999996
-1.148025,167.15730100000002,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601e-12,0.0,0.0,0.3237305499999995,-5.86220706,-0.50976561,-0.63451166,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.32373054999999956
-1.148025,167.349301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-7.105427357601004e-12,0.0,0.0,0.3235840899999995,-5.85776371,-0.49921873,-0.63435785,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.32358408999999955
-1.148025,167.541301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601e-12,0.0,0.0,0.3233888099999996,-5.86889653,-0.490039,-0.6349730800000001,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.3233888099999996
-1.148025,167.733301,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601004e-12,0.0,0.0,0.3232911699999996,-5.87119145,-0.48232413,-0.63522944,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.32329116999999963
-1.148025,167.92530100000002,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.3217286699999996,-5.87338871,-0.47539054,-0.63794672,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.3217286699999996
-1.148025,168.117301,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.3081055999999996,-5.88735356,-0.4663085199999999,-0.6592235700000001,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.3081055999999996
-1.148025,168.30930099999998,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.2783692499999995,-5.91079105,-0.45288078,-0.7104931,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.27836924999999957
-1.148025,168.50130099999998,386.54599,19200.0,0.0,9.599999999999795,0.0,0.0,-7.105427357601004e-12,0.0,0.0,0.2355469799999995,-5.9253906700000005,-0.43593744,-0.78626948,0.0,0.0,0.0,0.0,0.0,0.0407012477517128,0.016368946060538292,0.008937671780586243,0.05463849753141403,0.23554697999999957
-1.148025,168.693301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,1.4210854715202004e-11,0.0,0.0,0.1829590699999995,-5.944921890000001,-0.41611324,-0.88419428,0.0,0.0,0.0,0.0,0.0,0.04253944382071495,0.00013566463894676417,0.024194901809096336,0.08064309507608414,0.18295906999999959
-1.148025,168.88530099999997,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.1235352299999995,-5.96547854,-0.39414056,-0.99760248,0.0,0.0,0.0,0.0,0.0,0.10250110924243927,-0.017353545874357224,0.057462144643068314,0.10921062529087067,0.12353522999999958
-1.148025,169.07730099999998,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.0596680099999995,-5.99746096,-0.37070307,-1.12454586,50.61281032091794,59.704873823596486,16.742647577782783,78.27086639914492,0.2160000000032596,0.16369888186454773,-0.043729204684495926,0.08690851926803589,0.13597743213176727,0.05966800999999957
-1.148025,169.26930099999998,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601002e-12,0.0,0.0,-0.0091796500000004,-6.02309573,-0.34624019,-1.2626147099999998,101.22562064183364,119.40974764718644,33.4852951555643,156.54173279828342,0.8400000000023283,0.20553168654441833,-0.05608568340539932,0.10743081569671631,0.1537846028804779,-0.009179650000000423
-1.148025,169.461301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601002e-12,0.0,0.0,-0.0809082000000004,-6.04262697,-0.32065427,-1.41160397,151.83843096275382,179.11462147078947,50.22794273334834,234.8125991974348,1.9680000000051223,0.18909376859664917,-0.04482453316450119,0.07923529297113419,0.14183077216148376,-0.08090820000000043
-1.148025,169.653301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,-0.1559082000000004,-6.06909179,-0.29414064,-1.56869381,202.4512412836695,238.81949529437935,66.97059031112987,313.08346559657326,3.648000000009779,0.15505188703536987,-0.0013413488632068038,0.0675865188241005,0.09487272799015045,-0.1559082000000004
-1.148025,169.845301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,-0.2316894800000004,-6.10419922,-0.26704103,-1.73291011,253.06405160458743,298.5243691179759,83.71323788891264,391.35433199571816,6.024000000010711,0.11067473888397217,0.01072436012327671,0.05563478544354439,0.05319790914654732,-0.23168948000000045
-1.148025,170.037301,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601002e-12,0.0,0.0,-0.2973632900000004,-6.11889649,-0.24204104,-1.88630855,303.67686192550315,358.2292429415658,100.45588546669416,469.6251983948567,9.120000000012803,0.0614158995449543,-0.013112207874655724,0.018621232360601425,0.0006916053825989366,-0.2973632900000004
