pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net_AL_2007_T4_Plate_Normal_3,Random_Forest_AL_2007_T4_Plate_Normal_3
-1.148045,165.74696,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,-0.0001250000281061,0.0,0.0,0.3186034000000001,-5.8068847,-0.5935059,-0.6111329,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.86362665,386.77999,22800.0,0.0,5.833332499999244,0.0,0.0,-3.5527150015271514e-11,0.0,0.0,0.3181151000000001,-5.80542,-0.5820312999999999,-0.6057496,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.98029335,386.77999,22800.0,0.0,5.833335000000517,0.0,0.0,0.0001250000636332,0.0,0.0,0.31860335,-5.84228515,-0.5688476,-0.6070312499999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.09696,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,-0.0001250000281061,0.0,0.0,0.3193358500000001,-5.82788085,-0.5571289500000001,-0.59780265,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.21362664999998,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,0.0,0.0,0.0,0.3195801000000001,-5.86914065,-0.5498048,-0.58344715,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.33029334999998,386.77999,22800.0,0.0,5.833334999999806,0.0,0.0,0.0001249999925789,0.0,0.0,0.3203125000000001,-5.86962895,-0.54443365,-0.5888305,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.44696,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,-0.0001249999925789,0.0,0.0,0.3198242000000001,-5.8286134,-0.5385743000000001,-0.607544,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.56362665,386.77999,22800.0,0.0,5.833332500000665,0.0,0.0,3.552710000644631e-11,0.0,0.0,0.3193359000000001,-5.84716805,-0.5336915,-0.61523445,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.68029335,386.77999,22800.0,0.0,5.833334999999806,0.0,0.0,0.0001249999570518,0.0,0.0,0.3188475500000001,-5.85083015,-0.5319825499999999,-0.6085693999999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.79696,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,-0.0001249999925789,0.0,0.0,0.3198240500000001,-5.8698731,-0.53051765,-0.6090821,0.0,0.0,0.0,0.0,0.0,,
-1.148045,166.91362665,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,0.0,0.0,0.0,0.3208006000000001,-5.8918457,-0.52880875,-0.6060058,0.0,0.0,0.0,0.0,0.0,,
