pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net_AL_2007_T4_Gear_Normal_3,Random_Forest_AL_2007_T4_Gear_Normal_3
-53.648016,209.482,388.19636735,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,0.0,0.0,0.3039550499999999,-5.5444336,-0.7121581499999998,-0.5929321000000001,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,388.07970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249999570518,0.0,0.3056640499999999,-5.546874949999999,-0.7145995999999998,-0.58472895,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.963034,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,0.0001250000281061,0.0,0.30566415,-5.54565425,-0.7080079499999998,-0.59805905,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.84636735,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,0.0,0.0,0.303711,-5.543457,-0.7087403499999998,-0.6036987,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.72970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001250000281061,0.0,0.3015137,-5.54492185,-0.7143555499999998,-0.60139165,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.613034,22800.0,0.0,0.0,-5.833332500002086,0.0,0.0,0.0001249998859975,0.0,0.30224615,-5.546142549999999,-0.7075196499999998,-0.6126709499999999,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.49636735,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,7.105430000343797e-11,0.0,0.3029785499999999,-5.54492185,-0.7026367999999998,-0.6195923,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.37970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249999570517,0.0,0.3032226999999999,-5.543457,-0.7133788499999999,-0.6044678,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.263034,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,0.0001249999570518,0.0,0.3034668499999999,-5.54492185,-0.7219237499999999,-0.5852417,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,387.14636735,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,7.105424999461277e-11,0.0,0.3046875499999999,-5.54614255,-0.7145994999999998,-0.5903685999999999,0.0,0.0,0.0,0.0,0.0,,
