pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net_Old,Neural_Net_New,Random_Forest_Old,Random_Forest_New
-1.148045,172.774985,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.5000012726650003e-05,0.0,0.0,0.3288574400000001,-4.844775390000001,-0.38832999,-0.6020068399999999,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,172.65831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,7.105427357601002e-12,0.0,0.0,0.3283691700000001,-4.83793948,-0.3887694599999999,-0.6009814400000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,172.54165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.500000562122e-05,0.0,0.0,0.3286621400000001,-4.8399414,-0.3893554199999999,-0.60072509,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,172.424985,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.5000012726650003e-05,0.0,0.0,0.3284180000000001,-4.85097655,-0.38989255,-0.59903318,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,172.30831833,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.645453300864631e-18,0.0,0.0,0.3282714900000001,-4.85273437,-0.3903320199999999,-0.59590573,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,172.19165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.500001272664471e-05,0.0,0.0,0.3277343700000001,-4.8553711,-0.3907226599999999,-0.59575194,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,172.074985,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562122529e-05,0.0,0.0,0.3276855400000001,-4.85957033,-0.39091798,-0.5999560500000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,171.95831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-7.930938891731467e-18,0.0,0.0,0.3274902400000001,-4.84628907,-0.39135745,-0.6026733400000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,171.84165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.5000005621212068e-05,0.0,0.0,0.3273437700000001,-4.84243167,-0.39155277,-0.60210938,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,171.724985,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562122793e-05,0.0,0.0,0.3275879200000001,-4.85048832,-0.3918945799999999,-0.60180176,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,171.60831833,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,7.105419421241099e-12,0.0,0.0,0.3275391000000001,-4.8530762,-0.3922852199999999,-0.60128904,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,171.49165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.4999998515782064e-05,0.0,0.0,0.3276855700000001,-4.850195310000001,-0.39277352,-0.59862301,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,171.374985,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562122793e-05,0.0,0.0,0.3270996300000001,-4.854248070000001,-0.3930665,-0.5964696899999999,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,171.25831833,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,7.105422066694401e-12,0.0,0.0,0.3272460900000001,-4.84707032,-0.39345714,-0.59893065,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,171.14165167000002,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.499999851578471e-05,0.0,0.0,0.3268066500000001,-4.84799805,-0.39379895,-0.60231445,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,171.024985,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.500001272665529e-05,0.0,0.0,0.3269531300000001,-4.852441369999999,-0.39399427,-0.6033398400000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,170.90831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,7.105422072115411e-12,0.0,0.0,0.3264160300000001,-4.85488279,-0.39443374,-0.60210937,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,170.79165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.5000005621214717e-05,0.0,0.0,0.3265136800000001,-4.8604492,-0.39467789,-0.60164794,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,170.674985,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.500001272665529e-05,0.0,0.0,0.3262695400000001,-4.86293942,-0.39497087,-0.5998534799999999,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,170.55831833,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,1.4210849429716411e-11,0.0,0.0,0.3262206900000001,-4.856494119999999,-0.39516619,-0.5968285700000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,170.44165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.499999851578207e-05,0.0,0.0,0.3260253700000001,-4.85556637,-0.39521502,-0.5966235099999999,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,170.324985,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562122793e-05,0.0,0.0,0.3258788900000001,-4.863330039999999,-0.39531268,-0.60036621,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,170.20831833,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,7.105416786629819e-12,0.0,0.0,0.3256835700000001,-4.869433549999999,-0.3954591699999999,-0.60282716,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,170.09165167,392.77999,22800.0,0.0,-5.833333000000067,0.0,0.0,2.4999991410356783e-05,0.0,0.0,0.3254394400000001,-4.86977537,-0.3953615099999999,-0.60216065,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,169.974985,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999998515793214e-05,0.0,0.0,0.3257812400000001,-4.86728514,-0.3954591699999999,-0.6019043,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,169.85831833000003,392.77999,22800.0,0.0,-5.833333499999753,0.0,0.0,1.4210854140574851e-11,0.0,0.0,0.3257324100000001,-4.86411133,-0.39555683,-0.60113524,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,169.74165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.499999141036678e-05,0.0,0.0,0.3259765500000001,-4.8515625,-0.39565449,-0.59816161,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,169.624985,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.5000005621213216e-05,0.0,0.0,0.3256347600000001,-4.85244141,-0.39560566,-0.59585448,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,169.50831833,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,7.105436784738892e-12,0.0,0.0,0.3255859200000001,-4.862841810000001,-0.39575215,-0.5981616300000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,169.39165167000002,392.77999,22800.0,0.0,-5.833333000000209,0.0,0.0,2.4999984304942067e-05,0.0,0.0,0.3251464900000002,-4.865527340000001,-0.39580098,-0.6015967,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,169.274985,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.499999141035793e-05,0.0,0.0,0.3252929700000001,-4.86142579,-0.39594747,-0.60246829,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,169.15831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,7.356311740314147e-18,0.0,0.0,0.3249023400000001,-4.860351580000001,-0.3959963,-0.6015967,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,169.04165167000002,392.77999,22800.0,0.0,-5.833333000000209,0.0,0.0,2.499999141037264e-05,0.0,0.0,0.3252441400000001,-4.8479004,-0.39604513,-0.60118653,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,168.92498500000002,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,-2.499998430492736e-05,0.0,0.0,0.3249511700000001,-4.846679679999999,-0.39619162,-0.59959716,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,168.80831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-7.105422072115411e-12,0.0,0.0,0.3249023300000001,-4.85317382,-0.39628928,-0.59652098,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,168.69165167,392.77999,22800.0,0.0,-5.833333000000209,0.0,0.0,2.499999141037057e-05,0.0,0.0,0.3247558500000001,-4.85830078,-0.39638694,-0.596521,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,168.57498500000003,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,-2.4999984304929422e-05,0.0,0.0,0.3245605400000001,-4.86596678,-0.39638694,-0.60077638,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,168.45831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-7.105424142941561e-12,0.0,0.0,0.3244140500000001,-4.86943357,-0.39658226,-0.60354494,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,168.34165166999998,392.77999,22800.0,0.0,-5.833333000000067,0.0,0.0,2.4999998515795857e-05,0.0,0.0,0.3244628800000001,-4.85673824,-0.39658226,-0.60298098,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,168.224985,392.77999,22800.0,0.0,-5.833333499999753,0.0,0.0,-2.499998430492414e-05,0.0,0.0,0.3246093500000001,-4.855859359999999,-0.39667992,-0.60272463,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,168.10831833000003,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-1.4210838858745231e-11,0.0,0.0,0.32421872,-4.86142577,-0.39682641,-0.60190429,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,167.99165166999998,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.5000005621235856e-05,0.0,0.0,0.3246093500000001,-4.86176758,-0.39682641,-0.5991357199999999,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,167.87498499999998,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,-2.4999998515774143e-05,0.0,0.0,0.3241699100000001,-4.8644043,-0.39682641,-0.59693114,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,167.75831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-7.10541414659753e-12,0.0,0.0,0.32431639,-4.86494142,-0.39682641,-0.5992895600000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,167.64165167000002,392.77999,22800.0,0.0,-5.833333000000067,0.0,0.0,2.4999998515800567e-05,0.0,0.0,0.3237792900000001,-4.8544922,-0.39687524,-0.60262209,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,167.524985,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,-2.499999141035943e-05,0.0,0.0,0.3236816200000001,-4.84257812,-0.39692407,-0.60339113,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,167.40831833,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-1.4210854145995863e-11,0.0,0.0,0.3233398100000001,-4.83886719,-0.3970705600000001,-0.60221192,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,167.29165167000002,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.500001272665057e-05,0.0,0.0,0.3235839400000001,-4.838867200000001,-0.39716822,-0.6018017600000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,167.17498500000002,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562121943e-05,0.0,0.0,0.3231933100000001,-4.83632815,-0.3974123699999999,-0.60026366,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,167.05831833,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-7.105432073880452e-12,0.0,0.0,0.32309566,-4.83354491,-0.39765652,-0.5969824,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,166.94165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.500001272664264e-05,0.0,0.0,0.3229491900000001,-4.83310544,-0.39780301,-0.59682861,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,166.82498500000003,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562122736e-05,0.0,0.0,0.3224120700000001,-4.82573238,-0.39804716,-0.60077638,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,166.70831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-1.0001765041178778e-17,0.0,0.0,0.32202143,-4.82285153,-0.39838896,-0.60339113,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,166.59165166999998,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.500000562121e-05,0.0,0.0,0.3216796200000001,-4.82465816,-0.39868194,-0.60257081,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,166.474985,392.77999,22800.0,0.0,-5.833333499999753,0.0,0.0,-2.499999141037e-05,0.0,0.0,0.3218260900000001,-4.82602537,-0.39887726,-0.60236573,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,166.35831833000003,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-1.4210857360655304e-11,0.0,0.0,0.32158195,-4.8276367,-0.39912141,-0.6016479400000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,166.24165166999998,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.5000005621217357e-05,0.0,0.0,0.3217284500000001,-4.82832028,-0.3992679,-0.59908445,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,166.12498499999998,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562122265e-05,0.0,0.0,0.3211425300000001,-4.81928708,-0.39946321,-0.59703367,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,166.00831833,392.77999,22800.0,0.0,-5.833333499999895,0.0,0.0,7.1054273521799905e-12,0.0,0.0,0.3212401900000001,-4.8236816,-0.39951204,-0.59959716,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,165.89165167000002,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.499999851579e-05,0.0,0.0,0.3208495600000001,-4.8312988,-0.39956087,-0.6032373,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,165.77498500000002,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.5000012726650003e-05,0.0,0.0,0.3210936900000001,-4.82656248,-0.3996096999999999,-0.60405761,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,165.65831833,392.77999,22800.0,0.0,-5.8333335000000375,0.0,0.0,7.105427357601002e-12,0.0,0.0,0.3209960300000001,-4.82299802,-0.39975618,-0.60282714,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899588,0.2170052284093925,0.11269123084292458
-1.148045,165.54165167000002,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.500000562122e-05,0.0,0.0,0.3213866500000001,-4.82075193,-0.3998049999999999,-0.6023144300000001,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,165.42498500000002,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.5000012726650003e-05,0.0,0.0,0.3212890000000001,-4.80434568,-0.40004911,-0.60057125,0.0,0.0,0.0,0.0,0.0,0.25840408,0.18899591,0.2170052284093925,0.11269123084292458
-1.148045,165.30831832999996,392.77999,22800.0,0.0,-5.83333350000018,0.0,0.0,-2.645453300864631e-18,0.0,0.0,0.3215331500000001,-4.79912104,-0.40014677,-0.59708491,0.0,0.0,0.0,0.0,0.0,0.2586367,0.18971664,0.23245442915237086,0.12777568696648176
-1.148045,165.19165167,392.77999,22800.0,0.0,-5.833332999999925,0.0,0.0,2.500001272664471e-05,0.0,0.0,0.3215819900000001,-4.80644525,-0.4001955899999999,-0.5969823799999999,0.0,0.0,0.0,0.0,0.0,0.2644916,0.20934832,0.25121637396518576,0.1421545180221085
-1.148045,165.07521485,392.77999,22800.0,0.0,-5.821841000000063,0.0,0.0,0.5745999999930973,0.0,0.0,0.3213866600000001,-4.82109371,-0.4003420699999999,-0.6007250799999999,0.0,0.0,0.0,0.0,0.0,0.27071205,0.24026343,0.28313963609883286,0.17487153199847755
-1.148045,164.96529302,392.77999,22800.0,0.0,-5.496091500000091,0.0,0.0,16.287474999998608,0.0,0.0,0.3215819600000001,-4.928369099999999,-0.40043971,-0.6031347499999999,0.0,0.0,0.0,0.0,0.0,0.2740726,0.26400954,0.3083678171901144,0.20036088643097635
-1.148045,164.86695929,392.77999,22800.0,0.0,-4.916686500000083,0.0,0.0,28.97025000000042,0.0,0.0,0.3209960300000001,-4.92871091,-0.40048851,-0.60246825,0.0,0.0,0.0,0.0,0.0,0.27120137,0.27524197,0.35766171417846404,0.39679458445608085
-1.148045,164.78029222,392.77999,22800.0,0.0,-4.333353500000072,0.0,0.0,29.16665000000052,0.0,0.0,0.3214354800000001,-4.93291013,-0.4001466799999999,-0.6021606399999999,0.0,0.0,0.0,0.0,0.0,0.24949174,0.26300108,0.35560008357063777,0.39952984925618307
-1.148045,164.70529182,392.779966,22800.0,0.0,-3.7500199999999495,-0.0012000000000966,0.0,29.166675000006137,-0.0600000000048339,0.0,0.3214843200000001,-4.93676756,-0.40000017,-0.6019042800000001,0.0,0.0,0.0,0.0,0.0,0.10169007,0.25159046,0.3681963074093271,0.3994974029481429
-1.148045,164.64195808999995,392.77446933,22800.0,0.0,-3.166686499999969,-0.2748334999998292,0.0,29.16667499999903,-13.681674999986626,0.0,0.3214843300000001,-4.94526367,-0.6762696699999999,-0.59939206,0.0,0.0,0.0,0.0,0.0,-0.0068497183,0.3031667,0.3533000401349207,0.3983156494856349
-1.148045,164.59029102,392.72929648,22800.0,0.0,-2.5833535000001007,-2.258642500000292,0.0,29.16664999999341,-99.19045000002312,0.0,0.3211425500000001,-4.95400389,-1.3256837,-0.5975976299999999,0.0,0.0,0.0,0.0,0.0,0.047504473,0.35304594,0.36684145100396826,0.4200639664
-1.148045,164.55029062,392.58303903,22800.0,0.0,-2.000019999999978,-7.3128724999997985,0.0,29.166675000006137,-252.71149999997533,0.0,0.3209472500000001,-4.96962888,-1.90463878,-0.60016113,0.0,0.0,0.0,0.0,0.0,0.054239012,0.34855548,0.38647658147500014,0.4137587925999998
-1.148045,164.52195689,392.29411871,22800.0,0.0,-1.4166864999999973,-14.446015999999986,0.0,29.16667499999903,-356.6571750000094,0.0,0.3194335700000001,-4.98442381,-2.1575684500000003,-0.6039551000000001,0.0,0.0,0.0,0.0,0.0,0.08853247,0.38646585,0.3885864468750001,0.4098593783999999
-1.148045,164.50528982,391.8603189,22800.0,0.0,-0.8333535000001291,-21.689990499999965,0.0,29.16664999999341,-362.1987249999989,0.0,0.3197753700000001,-4.98715821,-2.02304694,-0.60492923,0.0,0.0,0.0,0.0,0.0,0.19997512,0.45257816,0.39364672855277794,0.4484243112999998
-1.148045,164.50005957000002,391.318968,22800.0,0.0,-0.2615124999999807,-27.06754499999988,0.0,28.59205000000742,-268.87772499999585,0.0,0.3199706900000001,-4.98315428,-1.47714847,-0.6039551000000001,0.0,0.0,0.0,0.0,0.0,0.2675753,0.5378629,0.39415991215277796,0.44654296289999984
-1.148045,164.499981,390.73076114,22800.0,0.0,-0.0039284999999722,-29.410343000000125,0.0,12.879200000000424,-117.13990000001218,0.0,0.3196289000000001,-4.89179685,-1.06748048,-0.60354494,0.0,0.0,0.0,0.0,0.0,0.42070276,0.6033128,0.3994260255527779,0.44848290509999983
-1.148045,164.50012259,390.13217016,22800.0,0.0,0.00707950000006,-29.92954900000001,0.0,0.5504000000016163,-25.960299999994174,0.0,0.3202636600000001,-4.91044919,-0.92563478,-0.60169921,0.0,0.0,0.0,0.0,0.0,0.59813523,0.5669446,0.407113323262778,0.4462866128999998
-1.148045,164.50375162,389.53217189,22800.0,0.0,0.1814515000000938,-29.99991350000016,0.0,8.718600000001686,-3.518225000007655,0.0,0.3204101500000001,-5.038818340000001,-0.8394043099999999,-0.59836668,0.0,0.0,0.0,0.0,0.0,0.5725028,0.5640391,0.4148328894794446,0.4452993079999999
-1.148045,164.51761618999998,388.93219589,22800.0,0.0,0.6932284999999183,-29.998799999999903,0.0,25.588849999991226,0.0556750000129028,0.0,0.3191894500000001,-5.14179685,-0.8290527299999999,-0.59805907,0.0,0.0,0.0,0.0,0.0,0.4923047,0.5918232,0.42694905296428587,0.4566713880999999
